from,to,files,text,fileReason,textReason
"jwt-decoder","xml-json","false","true","""JWT Decoder"" does not produce files.","Compatible text ports; content validation still required"
"jwt-decoder","text-analyzer","false","true","""JWT Decoder"" does not produce files.","Compatible text ports; content validation still required"
"jwt-decoder","curl-converter","false","true","""JWT Decoder"" does not produce files.","Compatible text ports; content validation still required"
"jwt-decoder","json-schema","false","true","""JWT Decoder"" does not produce files.","Compatible text ports; content validation still required"
"jwt-decoder","chmod-calculator","false","false","""JWT Decoder"" does not produce files.","""Chmod & Unix Permission Calculator"" does not accept text."
"jwt-decoder","keypair-generator","false","false","""JWT Decoder"" does not produce files.","""Cryptographic Keypair Generator"" does not accept text."
"jwt-decoder","semver-calculator","false","true","""JWT Decoder"" does not produce files.","Compatible text ports; content validation still required"
"jwt-decoder","image-palette","false","false","""JWT Decoder"" does not produce files.","""Image Color Palette & Swatch Extractor"" does not accept text."
"jwt-decoder","image-slicer","false","false","""JWT Decoder"" does not produce files.","""Image Slicer & Grid Splitter"" does not accept text."
"jwt-decoder","image-grid","false","false","""JWT Decoder"" does not produce files.","""Contact Sheet & Collage Grid Builder"" does not accept text."
"jwt-decoder","gradient-studio","false","false","""JWT Decoder"" does not produce files.","""CSS & Vector Gradient Studio"" does not accept text."
"jwt-decoder","pdf-numberer","false","false","""JWT Decoder"" does not produce files.","""PDF Page Numberer & Bates Stamper"" does not accept text."
"jwt-decoder","pdf-watermark","false","false","""JWT Decoder"" does not produce files.","""PDF Watermarker & Stamp Applier"" does not accept text."
"jwt-decoder","markdown-to-pdf","false","true","""JWT Decoder"" does not produce files.","Compatible text ports; content validation still required"
"jwt-decoder","duplicate-finder","false","false","""JWT Decoder"" does not produce files.","""Duplicate File & Hash Matcher"" does not accept text."
"jwt-decoder","folder-analyzer","false","false","""JWT Decoder"" does not produce files.","""Disk Space & Folder Tree Analyzer"" does not accept text."
"jwt-decoder","checksum-verifier","false","false","""JWT Decoder"" does not produce files.","""File Checksum Signature Verifier"" does not accept text."
"jwt-decoder","audio-trimmer","false","false","""JWT Decoder"" does not produce files.","""Audio Waveform Visualizer & Trimmer"" does not accept text."
"jwt-decoder","audio-normalize","false","false","""JWT Decoder"" does not produce files.","""Audio Loudness & Volume Normalizer"" does not accept text."
"jwt-decoder","id-photo-maker","false","false","""JWT Decoder"" does not produce files.","""ID & Passport Photo Studio"" does not accept text."
"jwt-decoder","token-counter","false","true","""JWT Decoder"" does not produce files.","Compatible text ports; content validation still required"
"jwt-decoder","local-llm-playground","false","true","""JWT Decoder"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","json-format","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","base64-codec","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","markdown-preview","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","yaml-json","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","csv-json","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","text-diff","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","file-metadata","false","false","""Unix Timestamp Converter"" does not produce files.","""File Metadata Viewer"" does not accept text."
"timestamp-converter","image-preview","false","false","""Unix Timestamp Converter"" does not produce files.","""Image Preview"" does not accept text."
"timestamp-converter","qr-generator","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","regex-tester","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","jwt-decoder","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","timestamp-converter","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","hash-generator","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","url-utils","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","uuid-generator","false","false","""Unix Timestamp Converter"" does not produce files.","""UUID Generator"" does not accept text."
"timestamp-converter","qr-decoder","false","false","""Unix Timestamp Converter"" does not produce files.","""QR Decoder"" does not accept text."
"timestamp-converter","passphrase-generator","false","false","""Unix Timestamp Converter"" does not produce files.","""Passphrase Generator"" does not accept text."
"timestamp-converter","prompt-library","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","sql-formatter","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","cron-explainer","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","text-cases","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","html-entities","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","mime-lookup","false","false","""Unix Timestamp Converter"" does not produce files.","""MIME Type Lookup"" does not accept text."
"timestamp-converter","http-status","false","false","""Unix Timestamp Converter"" does not produce files.","""HTTP Status Codes"" does not accept text."
"timestamp-converter","image-convert","false","false","""Unix Timestamp Converter"" does not produce files.","""Image Converter"" does not accept text."
"timestamp-converter","image-compress","false","false","""Unix Timestamp Converter"" does not produce files.","""Image Compressor"" does not accept text."
"timestamp-converter","zip-create","false","false","""Unix Timestamp Converter"" does not produce files.","""ZIP Creator"" does not accept text."
"timestamp-converter","zip-extract","false","false","""Unix Timestamp Converter"" does not produce files.","""ZIP & Archive Extractor"" does not accept text."
"timestamp-converter","batch-rename","false","false","""Unix Timestamp Converter"" does not produce files.","""Batch Rename"" does not accept text."
"timestamp-converter","pdf-merge","false","false","""Unix Timestamp Converter"" does not produce files.","""PDF Merger"" does not accept text."
"timestamp-converter","pdf-split","false","false","""Unix Timestamp Converter"" does not produce files.","""PDF Splitter"" does not accept text."
"timestamp-converter","pdf-preview","false","false","""Unix Timestamp Converter"" does not produce files.","""PDF Preview"" does not accept text."
"timestamp-converter","pdf-rotate","false","false","""Unix Timestamp Converter"" does not produce files.","""PDF Rotator"" does not accept text."
"timestamp-converter","pdf-compress","false","false","""Unix Timestamp Converter"" does not produce files.","""PDF Optimizer"" does not accept text."
"timestamp-converter","pdf-reorder","false","false","""Unix Timestamp Converter"" does not produce files.","""PDF Page Reorderer"" does not accept text."
"timestamp-converter","images-to-pdf","false","false","""Unix Timestamp Converter"" does not produce files.","""Images → PDF"" does not accept text."
"timestamp-converter","pdf-to-images","false","false","""Unix Timestamp Converter"" does not produce files.","""PDF → Images"" does not accept text."
"timestamp-converter","image-exif","false","false","""Unix Timestamp Converter"" does not produce files.","""EXIF Inspector"" does not accept text."
"timestamp-converter","video-convert","false","false","""Unix Timestamp Converter"" does not produce files.","""Video Converter"" does not accept text."
"timestamp-converter","video-compress","false","false","""Unix Timestamp Converter"" does not produce files.","""Video Compressor"" does not accept text."
"timestamp-converter","video-to-gif","false","false","""Unix Timestamp Converter"" does not produce files.","""Video → GIF"" does not accept text."
"timestamp-converter","extract-audio","false","false","""Unix Timestamp Converter"" does not produce files.","""Audio Extractor"" does not accept text."
"timestamp-converter","audio-convert","false","false","""Unix Timestamp Converter"" does not produce files.","""Audio Converter"" does not accept text."
"timestamp-converter","color-converter","false","false","""Unix Timestamp Converter"" does not produce files.","""Color Converter"" does not accept text."
"timestamp-converter","brand-bible","false","false","""Unix Timestamp Converter"" does not produce files.","""Brand Bible Creator"" does not accept text."
"timestamp-converter","json-to-types","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","image-watermark","false","false","""Unix Timestamp Converter"" does not produce files.","""Image Watermarker"" does not accept text."
"timestamp-converter","icon-pack","false","false","""Unix Timestamp Converter"" does not produce files.","""Icon Pack Generator"" does not accept text."
"timestamp-converter","social-resizer","false","false","""Unix Timestamp Converter"" does not produce files.","""Social Preset Resizer"" does not accept text."
"timestamp-converter","pdf-to-text","false","false","""Unix Timestamp Converter"" does not produce files.","""PDF → Text"" does not accept text."
"timestamp-converter","image-ocr","false","false","""Unix Timestamp Converter"" does not produce files.","""Image OCR Extractor"" does not accept text."
"timestamp-converter","archive-inspect","false","false","""Unix Timestamp Converter"" does not produce files.","""Archive Inspector"" does not accept text."
"timestamp-converter","svg-creator","false","false","""Unix Timestamp Converter"" does not produce files.","""SVG & Vector Studio"" does not accept text."
"timestamp-converter","ascii-banner","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","image-to-ascii","false","false","""Unix Timestamp Converter"" does not produce files.","""Image → ASCII Art Converter"" does not accept text."
"timestamp-converter","ascii-table","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","xml-json","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","text-analyzer","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","curl-converter","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","json-schema","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","chmod-calculator","false","false","""Unix Timestamp Converter"" does not produce files.","""Chmod & Unix Permission Calculator"" does not accept text."
"timestamp-converter","keypair-generator","false","false","""Unix Timestamp Converter"" does not produce files.","""Cryptographic Keypair Generator"" does not accept text."
"timestamp-converter","semver-calculator","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","image-palette","false","false","""Unix Timestamp Converter"" does not produce files.","""Image Color Palette & Swatch Extractor"" does not accept text."
"timestamp-converter","image-slicer","false","false","""Unix Timestamp Converter"" does not produce files.","""Image Slicer & Grid Splitter"" does not accept text."
"timestamp-converter","image-grid","false","false","""Unix Timestamp Converter"" does not produce files.","""Contact Sheet & Collage Grid Builder"" does not accept text."
"timestamp-converter","gradient-studio","false","false","""Unix Timestamp Converter"" does not produce files.","""CSS & Vector Gradient Studio"" does not accept text."
"timestamp-converter","pdf-numberer","false","false","""Unix Timestamp Converter"" does not produce files.","""PDF Page Numberer & Bates Stamper"" does not accept text."
"timestamp-converter","pdf-watermark","false","false","""Unix Timestamp Converter"" does not produce files.","""PDF Watermarker & Stamp Applier"" does not accept text."
"timestamp-converter","markdown-to-pdf","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","duplicate-finder","false","false","""Unix Timestamp Converter"" does not produce files.","""Duplicate File & Hash Matcher"" does not accept text."
"timestamp-converter","folder-analyzer","false","false","""Unix Timestamp Converter"" does not produce files.","""Disk Space & Folder Tree Analyzer"" does not accept text."
"timestamp-converter","checksum-verifier","false","false","""Unix Timestamp Converter"" does not produce files.","""File Checksum Signature Verifier"" does not accept text."
"timestamp-converter","audio-trimmer","false","false","""Unix Timestamp Converter"" does not produce files.","""Audio Waveform Visualizer & Trimmer"" does not accept text."
"timestamp-converter","audio-normalize","false","false","""Unix Timestamp Converter"" does not produce files.","""Audio Loudness & Volume Normalizer"" does not accept text."
"timestamp-converter","id-photo-maker","false","false","""Unix Timestamp Converter"" does not produce files.","""ID & Passport Photo Studio"" does not accept text."
"timestamp-converter","token-counter","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"timestamp-converter","local-llm-playground","false","true","""Unix Timestamp Converter"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","json-format","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","base64-codec","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","markdown-preview","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","yaml-json","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","csv-json","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","text-diff","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","file-metadata","false","false","""Hash Generator"" does not produce files.","""File Metadata Viewer"" does not accept text."
"hash-generator","image-preview","false","false","""Hash Generator"" does not produce files.","""Image Preview"" does not accept text."
"hash-generator","qr-generator","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","regex-tester","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","jwt-decoder","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","timestamp-converter","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","hash-generator","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","url-utils","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","uuid-generator","false","false","""Hash Generator"" does not produce files.","""UUID Generator"" does not accept text."
"hash-generator","qr-decoder","false","false","""Hash Generator"" does not produce files.","""QR Decoder"" does not accept text."
"hash-generator","passphrase-generator","false","false","""Hash Generator"" does not produce files.","""Passphrase Generator"" does not accept text."
"hash-generator","prompt-library","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","sql-formatter","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","cron-explainer","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","text-cases","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","html-entities","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","mime-lookup","false","false","""Hash Generator"" does not produce files.","""MIME Type Lookup"" does not accept text."
"hash-generator","http-status","false","false","""Hash Generator"" does not produce files.","""HTTP Status Codes"" does not accept text."
"hash-generator","image-convert","false","false","""Hash Generator"" does not produce files.","""Image Converter"" does not accept text."
"hash-generator","image-compress","false","false","""Hash Generator"" does not produce files.","""Image Compressor"" does not accept text."
"hash-generator","zip-create","false","false","""Hash Generator"" does not produce files.","""ZIP Creator"" does not accept text."
"hash-generator","zip-extract","false","false","""Hash Generator"" does not produce files.","""ZIP & Archive Extractor"" does not accept text."
"hash-generator","batch-rename","false","false","""Hash Generator"" does not produce files.","""Batch Rename"" does not accept text."
"hash-generator","pdf-merge","false","false","""Hash Generator"" does not produce files.","""PDF Merger"" does not accept text."
"hash-generator","pdf-split","false","false","""Hash Generator"" does not produce files.","""PDF Splitter"" does not accept text."
"hash-generator","pdf-preview","false","false","""Hash Generator"" does not produce files.","""PDF Preview"" does not accept text."
"hash-generator","pdf-rotate","false","false","""Hash Generator"" does not produce files.","""PDF Rotator"" does not accept text."
"hash-generator","pdf-compress","false","false","""Hash Generator"" does not produce files.","""PDF Optimizer"" does not accept text."
"hash-generator","pdf-reorder","false","false","""Hash Generator"" does not produce files.","""PDF Page Reorderer"" does not accept text."
"hash-generator","images-to-pdf","false","false","""Hash Generator"" does not produce files.","""Images → PDF"" does not accept text."
"hash-generator","pdf-to-images","false","false","""Hash Generator"" does not produce files.","""PDF → Images"" does not accept text."
"hash-generator","image-exif","false","false","""Hash Generator"" does not produce files.","""EXIF Inspector"" does not accept text."
"hash-generator","video-convert","false","false","""Hash Generator"" does not produce files.","""Video Converter"" does not accept text."
"hash-generator","video-compress","false","false","""Hash Generator"" does not produce files.","""Video Compressor"" does not accept text."
"hash-generator","video-to-gif","false","false","""Hash Generator"" does not produce files.","""Video → GIF"" does not accept text."
"hash-generator","extract-audio","false","false","""Hash Generator"" does not produce files.","""Audio Extractor"" does not accept text."
"hash-generator","audio-convert","false","false","""Hash Generator"" does not produce files.","""Audio Converter"" does not accept text."
"hash-generator","color-converter","false","false","""Hash Generator"" does not produce files.","""Color Converter"" does not accept text."
"hash-generator","brand-bible","false","false","""Hash Generator"" does not produce files.","""Brand Bible Creator"" does not accept text."
"hash-generator","json-to-types","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","image-watermark","false","false","""Hash Generator"" does not produce files.","""Image Watermarker"" does not accept text."
"hash-generator","icon-pack","false","false","""Hash Generator"" does not produce files.","""Icon Pack Generator"" does not accept text."
"hash-generator","social-resizer","false","false","""Hash Generator"" does not produce files.","""Social Preset Resizer"" does not accept text."
"hash-generator","pdf-to-text","false","false","""Hash Generator"" does not produce files.","""PDF → Text"" does not accept text."
"hash-generator","image-ocr","false","false","""Hash Generator"" does not produce files.","""Image OCR Extractor"" does not accept text."
"hash-generator","archive-inspect","false","false","""Hash Generator"" does not produce files.","""Archive Inspector"" does not accept text."
"hash-generator","svg-creator","false","false","""Hash Generator"" does not produce files.","""SVG & Vector Studio"" does not accept text."
"hash-generator","ascii-banner","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","image-to-ascii","false","false","""Hash Generator"" does not produce files.","""Image → ASCII Art Converter"" does not accept text."
"hash-generator","ascii-table","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","xml-json","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","text-analyzer","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","curl-converter","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","json-schema","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","chmod-calculator","false","false","""Hash Generator"" does not produce files.","""Chmod & Unix Permission Calculator"" does not accept text."
"hash-generator","keypair-generator","false","false","""Hash Generator"" does not produce files.","""Cryptographic Keypair Generator"" does not accept text."
"hash-generator","semver-calculator","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","image-palette","false","false","""Hash Generator"" does not produce files.","""Image Color Palette & Swatch Extractor"" does not accept text."
"hash-generator","image-slicer","false","false","""Hash Generator"" does not produce files.","""Image Slicer & Grid Splitter"" does not accept text."
"hash-generator","image-grid","false","false","""Hash Generator"" does not produce files.","""Contact Sheet & Collage Grid Builder"" does not accept text."
"hash-generator","gradient-studio","false","false","""Hash Generator"" does not produce files.","""CSS & Vector Gradient Studio"" does not accept text."
"hash-generator","pdf-numberer","false","false","""Hash Generator"" does not produce files.","""PDF Page Numberer & Bates Stamper"" does not accept text."
"hash-generator","pdf-watermark","false","false","""Hash Generator"" does not produce files.","""PDF Watermarker & Stamp Applier"" does not accept text."
"hash-generator","markdown-to-pdf","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","duplicate-finder","false","false","""Hash Generator"" does not produce files.","""Duplicate File & Hash Matcher"" does not accept text."
"hash-generator","folder-analyzer","false","false","""Hash Generator"" does not produce files.","""Disk Space & Folder Tree Analyzer"" does not accept text."
"hash-generator","checksum-verifier","false","false","""Hash Generator"" does not produce files.","""File Checksum Signature Verifier"" does not accept text."
"hash-generator","audio-trimmer","false","false","""Hash Generator"" does not produce files.","""Audio Waveform Visualizer & Trimmer"" does not accept text."
"hash-generator","audio-normalize","false","false","""Hash Generator"" does not produce files.","""Audio Loudness & Volume Normalizer"" does not accept text."
"hash-generator","id-photo-maker","false","false","""Hash Generator"" does not produce files.","""ID & Passport Photo Studio"" does not accept text."
"hash-generator","token-counter","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"hash-generator","local-llm-playground","false","true","""Hash Generator"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","json-format","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","base64-codec","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","markdown-preview","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","yaml-json","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","csv-json","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","text-diff","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","file-metadata","false","false","""URL Utilities"" does not produce files.","""File Metadata Viewer"" does not accept text."
"url-utils","image-preview","false","false","""URL Utilities"" does not produce files.","""Image Preview"" does not accept text."
"url-utils","qr-generator","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","regex-tester","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","jwt-decoder","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","timestamp-converter","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","hash-generator","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","url-utils","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","uuid-generator","false","false","""URL Utilities"" does not produce files.","""UUID Generator"" does not accept text."
"url-utils","qr-decoder","false","false","""URL Utilities"" does not produce files.","""QR Decoder"" does not accept text."
"url-utils","passphrase-generator","false","false","""URL Utilities"" does not produce files.","""Passphrase Generator"" does not accept text."
"url-utils","prompt-library","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","sql-formatter","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","cron-explainer","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","text-cases","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","html-entities","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","mime-lookup","false","false","""URL Utilities"" does not produce files.","""MIME Type Lookup"" does not accept text."
"url-utils","http-status","false","false","""URL Utilities"" does not produce files.","""HTTP Status Codes"" does not accept text."
"url-utils","image-convert","false","false","""URL Utilities"" does not produce files.","""Image Converter"" does not accept text."
"url-utils","image-compress","false","false","""URL Utilities"" does not produce files.","""Image Compressor"" does not accept text."
"url-utils","zip-create","false","false","""URL Utilities"" does not produce files.","""ZIP Creator"" does not accept text."
"url-utils","zip-extract","false","false","""URL Utilities"" does not produce files.","""ZIP & Archive Extractor"" does not accept text."
"url-utils","batch-rename","false","false","""URL Utilities"" does not produce files.","""Batch Rename"" does not accept text."
"url-utils","pdf-merge","false","false","""URL Utilities"" does not produce files.","""PDF Merger"" does not accept text."
"url-utils","pdf-split","false","false","""URL Utilities"" does not produce files.","""PDF Splitter"" does not accept text."
"url-utils","pdf-preview","false","false","""URL Utilities"" does not produce files.","""PDF Preview"" does not accept text."
"url-utils","pdf-rotate","false","false","""URL Utilities"" does not produce files.","""PDF Rotator"" does not accept text."
"url-utils","pdf-compress","false","false","""URL Utilities"" does not produce files.","""PDF Optimizer"" does not accept text."
"url-utils","pdf-reorder","false","false","""URL Utilities"" does not produce files.","""PDF Page Reorderer"" does not accept text."
"url-utils","images-to-pdf","false","false","""URL Utilities"" does not produce files.","""Images → PDF"" does not accept text."
"url-utils","pdf-to-images","false","false","""URL Utilities"" does not produce files.","""PDF → Images"" does not accept text."
"url-utils","image-exif","false","false","""URL Utilities"" does not produce files.","""EXIF Inspector"" does not accept text."
"url-utils","video-convert","false","false","""URL Utilities"" does not produce files.","""Video Converter"" does not accept text."
"url-utils","video-compress","false","false","""URL Utilities"" does not produce files.","""Video Compressor"" does not accept text."
"url-utils","video-to-gif","false","false","""URL Utilities"" does not produce files.","""Video → GIF"" does not accept text."
"url-utils","extract-audio","false","false","""URL Utilities"" does not produce files.","""Audio Extractor"" does not accept text."
"url-utils","audio-convert","false","false","""URL Utilities"" does not produce files.","""Audio Converter"" does not accept text."
"url-utils","color-converter","false","false","""URL Utilities"" does not produce files.","""Color Converter"" does not accept text."
"url-utils","brand-bible","false","false","""URL Utilities"" does not produce files.","""Brand Bible Creator"" does not accept text."
"url-utils","json-to-types","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","image-watermark","false","false","""URL Utilities"" does not produce files.","""Image Watermarker"" does not accept text."
"url-utils","icon-pack","false","false","""URL Utilities"" does not produce files.","""Icon Pack Generator"" does not accept text."
"url-utils","social-resizer","false","false","""URL Utilities"" does not produce files.","""Social Preset Resizer"" does not accept text."
"url-utils","pdf-to-text","false","false","""URL Utilities"" does not produce files.","""PDF → Text"" does not accept text."
"url-utils","image-ocr","false","false","""URL Utilities"" does not produce files.","""Image OCR Extractor"" does not accept text."
"url-utils","archive-inspect","false","false","""URL Utilities"" does not produce files.","""Archive Inspector"" does not accept text."
"url-utils","svg-creator","false","false","""URL Utilities"" does not produce files.","""SVG & Vector Studio"" does not accept text."
"url-utils","ascii-banner","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","image-to-ascii","false","false","""URL Utilities"" does not produce files.","""Image → ASCII Art Converter"" does not accept text."
"url-utils","ascii-table","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","xml-json","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","text-analyzer","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","curl-converter","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","json-schema","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","chmod-calculator","false","false","""URL Utilities"" does not produce files.","""Chmod & Unix Permission Calculator"" does not accept text."
"url-utils","keypair-generator","false","false","""URL Utilities"" does not produce files.","""Cryptographic Keypair Generator"" does not accept text."
"url-utils","semver-calculator","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","image-palette","false","false","""URL Utilities"" does not produce files.","""Image Color Palette & Swatch Extractor"" does not accept text."
"url-utils","image-slicer","false","false","""URL Utilities"" does not produce files.","""Image Slicer & Grid Splitter"" does not accept text."
"url-utils","image-grid","false","false","""URL Utilities"" does not produce files.","""Contact Sheet & Collage Grid Builder"" does not accept text."
"url-utils","gradient-studio","false","false","""URL Utilities"" does not produce files.","""CSS & Vector Gradient Studio"" does not accept text."
"url-utils","pdf-numberer","false","false","""URL Utilities"" does not produce files.","""PDF Page Numberer & Bates Stamper"" does not accept text."
"url-utils","pdf-watermark","false","false","""URL Utilities"" does not produce files.","""PDF Watermarker & Stamp Applier"" does not accept text."
"url-utils","markdown-to-pdf","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","duplicate-finder","false","false","""URL Utilities"" does not produce files.","""Duplicate File & Hash Matcher"" does not accept text."
"url-utils","folder-analyzer","false","false","""URL Utilities"" does not produce files.","""Disk Space & Folder Tree Analyzer"" does not accept text."
"url-utils","checksum-verifier","false","false","""URL Utilities"" does not produce files.","""File Checksum Signature Verifier"" does not accept text."
"url-utils","audio-trimmer","false","false","""URL Utilities"" does not produce files.","""Audio Waveform Visualizer & Trimmer"" does not accept text."
"url-utils","audio-normalize","false","false","""URL Utilities"" does not produce files.","""Audio Loudness & Volume Normalizer"" does not accept text."
"url-utils","id-photo-maker","false","false","""URL Utilities"" does not produce files.","""ID & Passport Photo Studio"" does not accept text."
"url-utils","token-counter","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"url-utils","local-llm-playground","false","true","""URL Utilities"" does not produce files.","Compatible text ports; content validation still required"
"uuid-generator","json-format","false","true","""UUID Generator"" does not produce files.","Compatible text ports; content validation still required"
"uuid-generator","base64-codec","false","true","""UUID Generator"" does not produce files.","Compatible text ports; content validation still required"
"uuid-generator","markdown-preview","false","true","""UUID Generator"" does not produce files.","Compatible text ports; content validation still required"
"uuid-generator","yaml-json","false","true","""UUID Generator"" does not produce files.","Compatible text ports; content validation still required"
